name,user rating,user review,is_valid,negative,neutral,positive,compound
Undine,4.5,"NYFF 2020: film #24
“maybe my heart did skip a beat, but then it started beating again under your hand”
every christian petzold i’ve seen has an otherworldly tension, and this is no exception. but this is a love story before anything else, and it shimmers with beauty and tragedy. i’ve been thinking about transit since the day i saw it and i can feel this already growing on me as well",True,0.163,0.648,0.188,0.3506
Bring It On,5.0,allllllll RIGHT 😁 we’re sweet 🍬 we got the whip we can’t be beat 🥊 we’re the best our teams too cool ❄️ we got the class to rock this school 📚 awwww YEAH 😡 we BAD 😈 we got the team we can’t be had ✋ we’re the best so score them points 🏆 you win the game we’ll rock this joint 🎸go toros 📣 go toros 📣 go go go toros 📣 GO CLOVERS 📣 GO CLOVERS 📣 GO GO GO CLOVERS 📣 our game is fierce and we are hip 💃 so get on back you can’t touch this 👇 our GAME IS BAD we’re WITH OUR PEERS 📢 so GET THAT WEAK MESS OUTTA HERE ❌ TRIED TO SELL OUR BIT 🤨 BUT YOU LOOK LIKE SHIT 😤 but WE’RE THE ONES WHO ARE DOWN WITH IT 😚,True,0.08,0.773,0.146,0.8726
The Faculty,4.0,starting to realize that my favorite genre might actually be shitty 90’s teen movies... and i’m not hiding it anymore!,True,0.14,0.659,0.201,0.1481
Dark Places,1.0,do you ever click play on something and think “it can’t be THAT bad” well actually yes it can 😭,True,0.11,0.636,0.254,0.4767
French Exit,4.0,"NYFF 2020: film #23
“but why would you want it cold?”
“that’s the mystery”
charming in a way that (thankfully) strays away from being repetitive for the most part, with a wry script that’s often as touching as it is funny. an odd cast of characters slowly joins the mother and son duo until their small parisian apartment becames chaotic in the calmest sense, supernatural elements occasionally entering the picture matter-of-facty as if to break the fourth wall and say “of course this is happening, why shouldn’t it?” lucas hedges gives one of his most understated performances, and michelle pfeiffer constantly threatens to burn things down with a flick of her lighter (it’s just as fun as it sounds). damn, this would have been even better in a packed theater",True,0.085,0.783,0.132,0.7998
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,True,0.0,0.834,0.166,0.1007
Saw VI,4.0,WELL i love to have fun,True,0.0,0.225,0.775,0.8842
Saw V,4.5,"imagine hating this one when it features some of the best traps in the entire series, could never be me! saw 5 is so much FUN",True,0.094,0.655,0.251,0.7582
Saw IV,3.5,"ok the traps in saw 3 are too much for me because they’re brutal, but the traps here are too much for me because they’re distasteful. also traps aside i really appreciate this plot more now than i used to, it’s a hot mess with a lot of moving pieces but at least the pieces come together and move things forward (and tee up the unexpected gifts that are saw 5 and 6 😁)",True,0.066,0.826,0.108,0.5844
Saw III,3.5,the way that i don’t like this one very much at all but amanda is just TOO good here and is fully responsible for like a whole star of my rating. MUAH 💋,True,0.0,0.561,0.439,0.9715
Saw II,4.5,every day john wakes up and records his silly little tapes for his silly little traps,True,0.0,0.864,0.136,0.0516
Hostel,2.0,definitely i thought it was fun i liked the beat,True,0.0,0.443,0.557,0.8316
I Carry You with Me,4.0,"NYFF 2020: film #22
“i miss you. i miss you a lot”
there’s a kind of genre twist in here that i won’t spoil just in case (because truth be told i didn’t know about it myself) and it made the experience all the more affecting. many shots are intimately close and intertwine the past with the present and fiction with reality. i really loved this",True,0.045,0.865,0.091,0.6478
The Woman Who Ran,3.5,"NYFF 2020: film #21
“did you like the film?”
“yes, it was peaceful”
in this film there’s a slow zoom in on a cat yawning and it’s one of the best shots i’ve seen all year. a while back during my first hong sang-soo, i remember eating a bunch of yogurt covered pretzels (i think they were?) and then immediately dozed off in the theater. this is only my second, but his style (or lack thereof) could be growing on me. or it could be too soon to tell, please check back later",True,0.029,0.874,0.096,0.6966
Beginning,3.0,"NYFF 2020: film #20
“it’s as if i were waiting for something to start, or to end”
this is the kind of film that would have made me sigh in a normal festival atmosphere when it ended, leaving the theater and having not much to say about it while my friends and i grab a bite to eat and get ready for our next movie. deftly made to be sure, but so heavy in a way that doesn’t feel fully worth it as well. i’ll have to think on this one",True,0.0,0.867,0.133,0.8376
Slow Machine,4.0,"NYFF 2020: film #19
“you’re going to be just fine”
new york mumblecore excellence. this is a little bit alex ross perry with really sharp dialogue all around, holding everything together like glue (as well as a movie like this can). worth noting is an especially great cameo from chloë sevigny in one single scene where she delivers a pretty brilliant monologue in a film filled with pretty brilliant monologues. avoid this if it doesn't seem like your thing, but otherwise i'd recommend checking it out for sure",True,0.03,0.711,0.259,0.9628
The Plastic House,,"NYFF 2020: film #17
life is but a set of experiences, even the ones we make up in our own heads, like stories we tell ourselves. this was abstract and gorgeous in its mundane detail, every shot of a leaf swaying in the wind or sound of rain on a sheet of plastic dug at something deep within me, memories i have buried. a little too vast for me to grasp fully (hence my lack of rating, for now at least) but i really did feel this (and it is something to be felt)",True,0.032,0.883,0.085,0.751
Nomadland,4.5,"NYFF 2020: film #12
“you take care of yourself”
made with care and so much empathy. every frame is bittersweet and full of tenderness, touching on something hidden deep within the human spirit: the desire to keep moving as a way of survival. i have to comment on the score, which is sparse but moved me to tears every time it made an appearance, gently crashing in emotional waves. this is brilliantly directed by chloé zhao and universal in the most honest way, taking aspects that made the rider great and elevating them to a new level
in a strange time where we’ve been deprived of so much, left claustrophobic and aching, and experienced some degree of pain, loneliness and longing, this offers a comforting embrace and escape, filling up some of that emptiness with warmth in the form of wide open space. absolutely singular",True,0.141,0.632,0.227,0.9476
