name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
Undine,4.5,"NYFF 2020: film #24
“maybe my heart did skip a beat, but then it started beating again under your hand”
every christian petzold i’ve seen has an otherworldly tension, and this is no exception. but this is a love story before anything else, and it shimmers with beauty and tragedy. i’ve been thinking about transit since the day i saw it and i can feel this already growing on me as well",TRUE,0.163,0.648,0.188,0.3506,undine,undine,tt0103166,Undine,Undine,undine,"Drama, Fantasy, Romance","A surveyor is on an exploratory mission in an idyllic mountain region. There, in a mountain lake, he meets the mermaid Undine.",,,,
Bring It On,5,allllllll RIGHT 😁 we’re sweet 🍬 we got the whip we can’t be beat 🥊 we’re the best our teams too cool ❄️ we got the class to rock this school 📚 awwww YEAH 😡 we BAD 😈 we got the team we can’t be had ✋ we’re the best so score them points 🏆 you win the game we’ll rock this joint 🎸go toros 📣 go toros 📣 go go go toros 📣 GO CLOVERS 📣 GO CLOVERS 📣 GO GO GO CLOVERS 📣 our game is fierce and we are hip 💃 so get on back you can’t touch this 👇 our GAME IS BAD we’re WITH OUR PEERS 📢 so GET THAT WEAK MESS OUTTA HERE ❌ TRIED TO SELL OUR BIT 🤨 BUT YOU LOOK LIKE SHIT 😤 but WE’RE THE ONES WHO ARE DOWN WITH IT 😚,TRUE,0.08,0.773,0.146,0.8726,bring it on,bring it on,tt0204946,Bring It On,Bring It On,bring it on,"Comedy, Romance, Sport",A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,,,,
The Faculty,4,starting to realize that my favorite genre might actually be shitty 90’s teen movies... and i’m not hiding it anymore!,TRUE,0.14,0.659,0.201,0.1481,the faculty,the faculty,tt0133751,The Faculty,The Faculty,the faculty,"Horror, Mystery, Sci-Fi","When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",,,,
The Faculty,4,starting to realize that my favorite genre might actually be shitty 90’s teen movies... and i’m not hiding it anymore!,TRUE,0.14,0.659,0.201,0.1481,the faculty,the faculty,tt30765853,The Faculty,The Faculty,the faculty,"Horror, Mystery, Sci-Fi","Remake of the 1998 film, 'The Faculty'.",,,,
The Faculty,4,starting to realize that my favorite genre might actually be shitty 90’s teen movies... and i’m not hiding it anymore!,TRUE,0.14,0.659,0.201,0.1481,the faculty,the faculty,tt26231450,The Faculty,The Faculty,the faculty,"Comedy, Drama","Professor K is teaching at a film school, when shadowy bureaucrats come for her. There is an unspecified charge, but K is given to believe it is important, even frightening. She hopes it'll disappear. It doesn't and it gets weirder.",,,,
Dark Places,1,do you ever click play on something and think “it can’t be THAT bad” well actually yes it can 😭,TRUE,0.11,0.636,0.254,0.4767,dark places,dark places,tt0465434,Dark Places,Dark Places,dark places,"Drama, Horror","Keri Walker thinks she has hit rock bottom. A drug addicted prostitute, Keri has seen the darkest side of life... until her life takes a turn for the worse. During one more in a long line of illicit sex-for-money transactions, Keri must defend herself and inadvertently kills her attacker.",,,,
Dark Places,1,do you ever click play on something and think “it can’t be THAT bad” well actually yes it can 😭,TRUE,0.11,0.636,0.254,0.4767,dark places,dark places,tt0071391,Dark Places,Dark Places,dark places,"Horror, Romance, Thriller","After the original owner dies in a mental asylum, a man moves into an abandoned mansion with a sordid history. Meanwhile, a few locals conspire to steal a large amount of money, said to be hidden somewhere on the premises.",,,,
Dark Places,1,do you ever click play on something and think “it can’t be THAT bad” well actually yes it can 😭,TRUE,0.11,0.636,0.254,0.4767,dark places,dark places,tt2402101,Dark Places,Dark Places,dark places,"Crime, Drama, Mystery, Thriller","Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",,,,
French Exit,4,"NYFF 2020: film #23
“but why would you want it cold?”
“that’s the mystery”
charming in a way that (thankfully) strays away from being repetitive for the most part, with a wry script that’s often as touching as it is funny. an odd cast of characters slowly joins the mother and son duo until their small parisian apartment becames chaotic in the calmest sense, supernatural elements occasionally entering the picture matter-of-facty as if to break the fourth wall and say “of course this is happening, why shouldn’t it?” lucas hedges gives one of his most understated performances, and michelle pfeiffer constantly threatens to burn things down with a flick of her lighter (it’s just as fun as it sounds). damn, this would have been even better in a packed theater",TRUE,0.085,0.783,0.132,0.7998,french exit,french exit,tt10279362,French Exit,French Exit,french exit,"Comedy, Drama",An aging Manhattan socialite existing on the last of her inheritance moves to a small Paris apartment with her son and cat.,,,,
French Exit,4,"NYFF 2020: film #23
“but why would you want it cold?”
“that’s the mystery”
charming in a way that (thankfully) strays away from being repetitive for the most part, with a wry script that’s often as touching as it is funny. an odd cast of characters slowly joins the mother and son duo until their small parisian apartment becames chaotic in the calmest sense, supernatural elements occasionally entering the picture matter-of-facty as if to break the fourth wall and say “of course this is happening, why shouldn’t it?” lucas hedges gives one of his most understated performances, and michelle pfeiffer constantly threatens to burn things down with a flick of her lighter (it’s just as fun as it sounds). damn, this would have been even better in a packed theater",TRUE,0.085,0.783,0.132,0.7998,french exit,french exit,tt0113116,French Exit,French Exit,french exit,"Comedy, Romance","This movie attempts a persiflage on the Hollywood film industry, depicting two young authors, struggling on their way to their first successful screenplay: Right from the beginning - when they meet by means of a car accident - Davis and Zina's relationship is one of love and hate. This doesn't get better when they keep on getting in each other's way while competing as writers for the same production. It gets even more twisted when the producer makes Zina suggestive offers and it turns out that Zina's manager Alice is Davis' former girlfriend...",,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt0099882,Jigsaw,Jigsaw,jigsaw,,Virginia York's husband is killed on the first day of their honeymoon and she is the prime suspect,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt0056121,Jigsaw,Jigsaw,jigsaw,"Crime, Drama, Mystery, Thriller",A woman is found murdered in a house along the coast from Brighton. Local detectives Fellows and Wilks lead an investigation methodically following up leads and clues mostly in Brighton and Hove but also further afield.,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt3348730,Jigsaw,Jigsaw,jigsaw,"Horror, Mystery, Thriller",Police search for a supposed to be dead killer who forces his victims to play sadistic games of life and death.,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt0041523,Jigsaw,Jigsaw,jigsaw,"Crime, Drama, Film-Noir",New York Assistant District Attorney Howard Malloy investigates a series of murders and uncovers an extremist group.,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt1785422,Jigsaw,Jigsaw,jigsaw,Thriller,,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt5333274,Jigsaw,Jigsaw,jigsaw,Mystery,,,,,
Jigsaw,1.5,silly little barnyard traps... go home farmer john!,TRUE,0,0.834,0.166,0.1007,jigsaw,jigsaw,tt0063155,Jigsaw,Jigsaw,jigsaw,"Mystery, Thriller","After inadvertently ingesting some sugar laced with LSD, a man wakes up with amnesia and in the middle of a murder plot.",,,,
Saw VI,4,WELL i love to have fun,TRUE,0,0.225,0.775,0.8842,saw vi,saw vi,tt1233227,Saw VI,Saw VI,saw vi,"Horror, Mystery, Thriller","Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",,,,
Saw V,4.5,"imagine hating this one when it features some of the best traps in the entire series, could never be me! saw 5 is so much FUN",TRUE,0.094,0.655,0.251,0.7582,saw v,saw v,tt1132626,Saw V,Saw V,saw v,"Horror, Thriller","Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",,,,
Saw IV,3.5,"ok the traps in saw 3 are too much for me because they’re brutal, but the traps here are too much for me because they’re distasteful. also traps aside i really appreciate this plot more now than i used to, it’s a hot mess with a lot of moving pieces but at least the pieces come together and move things forward (and tee up the unexpected gifts that are saw 5 and 6 😁)",TRUE,0.066,0.826,0.108,0.5844,saw iv,saw iv,tt0890870,Saw IV,Saw IV,saw iv,"Horror, Mystery, Thriller","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",,,,
Saw III,3.5,the way that i don’t like this one very much at all but amanda is just TOO good here and is fully responsible for like a whole star of my rating. MUAH 💋,TRUE,0,0.561,0.439,0.9715,saw iii,saw iii,tt0489270,Saw III,Saw III,saw iii,"Horror, Mystery, Thriller",Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,,,,
